recommendationid,appid,game_name,steam_label_text,llm_sentiment,llm_primary_issue,llm_urgency_candidate,release_period,playtime_at_review_hours,votes_up,weighted_vote_score,llm_issue_category,issue_name_kor,llm_issue_sentiment,llm_issue_evidence,source_run
170134499,1309950,Children of the Sun,positive,mixed,control,medium,D91-D180,7.816666666666666,0,0.5,control,조작감,negative,Cannot change default controls,children_of_the_sun
170134499,1309950,Children of the Sun,positive,mixed,control,medium,D91-D180,7.816666666666666,0,0.5,graphics_audio,그래픽/사운드,negative,music wasn't as fun as the trailer,children_of_the_sun
170134499,1309950,Children of the Sun,positive,mixed,control,medium,D91-D180,7.816666666666666,0,0.5,ui_ux,UI/UX,negative,"minor quality of life improvements needed (unmarking targets, HUD, etc)",children_of_the_sun
170171766,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.4,0,0.5,positive_praise,긍정 칭찬,positive,Very fun game. Final level was absolutely insane.,children_of_the_sun
170197686,1309950,Children of the Sun,negative,negative,price_value,medium,D91-D180,6.6,2,0.4999831318855285,content_volume,콘텐츠 분량,negative,lacking content,children_of_the_sun
170197686,1309950,Children of the Sun,negative,negative,price_value,medium,D91-D180,6.6,2,0.4999831318855285,price_value,가격/가치,negative,At 15€ it is definitely lacking content and polish,children_of_the_sun
170337721,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,2.9166666666666665,0,0.4559321701526642,positive_praise,긍정 칭찬,positive,"Another great game, spectacular bullet-time kills.",children_of_the_sun
170605654,1309950,Children of the Sun,positive,mixed,price_value,medium,D91-D180,4.55,2,0.4803114533424377,price_value,가격/가치,negative,I probably wouldn't have paid more than $10 and even that's a bit much.,children_of_the_sun
170605654,1309950,Children of the Sun,positive,mixed,price_value,medium,D91-D180,4.55,2,0.4803114533424377,gameplay_loop,게임플레이 루프,negative,The game doesn't really do much with this (concept).,children_of_the_sun
170605654,1309950,Children of the Sun,positive,mixed,price_value,medium,D91-D180,4.55,2,0.4803114533424377,difficulty,난이도,negative,Game's idea of ramping difficulty is making enemies harder to hit.,children_of_the_sun
170605654,1309950,Children of the Sun,positive,mixed,price_value,medium,D91-D180,4.55,2,0.4803114533424377,positive_praise,긍정 칭찬,positive,I love the concept. Making clever use of the environment and abilities is quite enjoyable.,children_of_the_sun
170681918,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.7666666666666666,0,0.5,positive_praise,긍정 칭찬,positive,"Sick as hell, super stylish, introduces new mechanics at a good pace.",children_of_the_sun
170693868,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.466666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"Short but very cool game, very fun.",children_of_the_sun
170693868,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.466666666666667,0,0.5,content_volume,콘텐츠 분량,neutral,Short but very cool game.,children_of_the_sun
170693868,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.466666666666667,0,0.5,other,기타,positive,allow players to create their own levels and challenges.,children_of_the_sun
170726613,1309950,Children of the Sun,positive,mixed,save_progression,high,D91-D180,0.7166666666666667,0,0.4772727191448211,positive_praise,긍정 칭찬,positive,"Awesome design and idea, Good choice music in trailer",children_of_the_sun
170726613,1309950,Children of the Sun,positive,mixed,save_progression,high,D91-D180,0.7166666666666667,0,0.4772727191448211,graphics_audio,그래픽/사운드,negative,Game have not the music from trailer,children_of_the_sun
170726613,1309950,Children of the Sun,positive,mixed,save_progression,high,D91-D180,0.7166666666666667,0,0.4772727191448211,save_progression,저장/진행,negative,Lose all my progress,children_of_the_sun
170739488,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.25,0,0.5,positive_praise,긍정 칭찬,positive,"Super satisfying to play, impressive given this is a solo developer.",children_of_the_sun
170739488,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.25,0,0.5,story,스토리,positive,distinct voice of vengence and how we carry the hurt done to us.,children_of_the_sun
170900801,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.1666666666666665,0,0.5,positive_praise,긍정 칭찬,positive,"unique sniper/puzzle game, interesting gameplay mechanics",children_of_the_sun
170904677,1309950,Children of the Sun,positive,mixed,crash,high,D91-D180,2.716666666666667,0,0.5,difficulty,난이도,negative,"infuriating ""pac-man like"" level",children_of_the_sun
170904677,1309950,Children of the Sun,positive,mixed,crash,high,D91-D180,2.716666666666667,0,0.5,crash,크래시,negative,"random crashes, lost all progress",children_of_the_sun
170904677,1309950,Children of the Sun,positive,mixed,crash,high,D91-D180,2.716666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"aesthetic is awesome, puzzle gameplay is rewarding",children_of_the_sun
170950821,1309950,Children of the Sun,negative,negative,control,medium,D91-D180,0.1,2,0.4859904050827026,control,조작감,negative,"unplayable on high DPi mice, aiming/movement sensitivity not configurable",children_of_the_sun
170950821,1309950,Children of the Sun,negative,negative,control,medium,D91-D180,0.1,2,0.4859904050827026,developer_communication,개발사 소통,negative,dev hasn't responded to bug reports in 3 months,children_of_the_sun
170966337,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.066666666666667,0,0.4790419042110443,positive_praise,긍정 칭찬,positive,enjoyable experience,children_of_the_sun
170966337,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.066666666666667,0,0.4790419042110443,story,스토리,neutral,didn't get to see the Sun give birth to her children,children_of_the_sun
170978160,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.216666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"great puzzles, unique mechanics, engaging storytelling, wholehearted commitment to its aesthetics. Phenomenal game.",children_of_the_sun
171057577,1309950,Children of the Sun,negative,negative,difficulty,medium,D91-D180,3.0166666666666666,2,0.4275796115398407,difficulty,난이도,negative,impossible task and let you fail a few too many times before going haha here's the real level you're supposed to play,children_of_the_sun
171136132,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.4,0,0.5,positive_praise,긍정 칭찬,positive,"Stylish, dark, and unique. Fun game.",children_of_the_sun
171136132,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.4,0,0.5,content_volume,콘텐츠 분량,neutral,I could have used twice as many levels.,children_of_the_sun
171208483,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.95,0,0.5,positive_praise,긍정 칭찬,positive,"Masterpiece, perfect length, perfect difficulty, amazing style.",children_of_the_sun
171241609,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.05,0,0.5,positive_praise,긍정 칭찬,positive,Audio and visual effects are amazing.,children_of_the_sun
171241609,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.05,0,0.5,multiplayer_network,멀티/네트워크,neutral,The only thing I would add is the ability to see your friends scores.,children_of_the_sun
171313863,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.4,2,0.5468277931213379,positive_praise,긍정 칭찬,positive,aesthetics and gameplay with a twisted story are well done,children_of_the_sun
171319547,1309950,Children of the Sun,positive,mixed,content_volume,medium,D91-D180,2.816666666666667,0,0.5,content_volume,콘텐츠 분량,negative,ends abruptly after using the last of its ideas,children_of_the_sun
171378129,1309950,Children of the Sun,positive,mixed,difficulty,medium,D91-D180,13.633333333333333,0,0.5,difficulty,난이도,negative,"painful experience, hurt a lot when trying to 100%",children_of_the_sun
171378129,1309950,Children of the Sun,positive,mixed,difficulty,medium,D91-D180,13.633333333333333,0,0.5,gameplay_loop,게임플레이 루프,positive,immersion and intensity of the gameplay does make up for these small grievances,children_of_the_sun
171390266,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.3,0,0.5,content_volume,콘텐츠 분량,neutral,maybe a bit too short at my taste,children_of_the_sun
171390266,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.3,0,0.5,difficulty,난이도,neutral,levels might be a bit too easy at the start,children_of_the_sun
171390266,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.3,0,0.5,positive_praise,긍정 칭찬,positive,artwork and story are quite good and complementary,children_of_the_sun
171400518,1309950,Children of the Sun,positive,positive,ui_ux,medium,D91-D180,4.533333333333333,3,0.5425018668174744,ui_ux,UI/UX,negative,"spent more time looking for my targets... easily missable, especially with all the also-yellow fires and headlights",children_of_the_sun
171400518,1309950,Children of the Sun,positive,positive,ui_ux,medium,D91-D180,4.533333333333333,3,0.5425018668174744,content_volume,콘텐츠 분량,neutral,"It's a short game, too.",children_of_the_sun
171400518,1309950,Children of the Sun,positive,positive,ui_ux,medium,D91-D180,4.533333333333333,3,0.5425018668174744,positive_praise,긍정 칭찬,positive,"hella aesthetic, and the supreme feeling when you finally get the path Just Right",children_of_the_sun
171581069,1309950,Children of the Sun,positive,positive,other,low,D91-D180,1.2166666666666666,0,0.5,other,기타,positive,try Chambered Fate on itch.io and buy this if u want a full game version of that,children_of_the_sun
171582207,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,7.283333333333333,0,0.5,story,스토리,positive,Bizarre story,children_of_the_sun
171582207,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,7.283333333333333,0,0.5,gameplay_loop,게임플레이 루프,positive,Simple mechanics,children_of_the_sun
171582207,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,7.283333333333333,0,0.5,positive_praise,긍정 칭찬,positive,Kept my attention enough to 100%,children_of_the_sun
171640871,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.6,0,0.5,gameplay_loop,게임플레이 루프,positive,very interesting and fun mechanic,children_of_the_sun
171640871,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.6,0,0.5,graphics_audio,그래픽/사운드,positive,beautiful art style,children_of_the_sun
171640871,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.6,0,0.5,content_volume,콘텐츠 분량,neutral,maybe a little bit short,children_of_the_sun
171640871,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.6,0,0.5,positive_praise,긍정 칭찬,positive,completely worth it,children_of_the_sun
171859067,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.2,0,0.4765395820140838,graphics_audio,그래픽/사운드,positive,oozes style,children_of_the_sun
171859067,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.2,0,0.4765395820140838,positive_praise,긍정 칭찬,positive,if you would like something like this spend the money,children_of_the_sun
171890460,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.533333333333333,0,0.5,positive_praise,긍정 칭찬,positive,a beautiful artistic unique stylistic masterpiece,children_of_the_sun
171971588,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.316666666666667,2,0.52173912525177,positive_praise,긍정 칭찬,positive,"inflicting trauma on others is gonna heal my trauma, gamers. trust.",children_of_the_sun
171986673,1309950,Children of the Sun,positive,positive,gameplay_loop,low,D91-D180,7.95,0,0.4746835231781006,gameplay_loop,게임플레이 루프,positive,keep trying the same lvl for better results >>>> speedrun the game,children_of_the_sun
172015894,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,2.7,2,0.5196568965911865,positive_praise,긍정 칭찬,positive,"fun puzzle shooter, wonderful art direction, flavorful visual effects",children_of_the_sun
172049276,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,7.816666666666666,0,0.5,positive_praise,긍정 칭찬,positive,"loved this game, replay-ability, puzzle sniper game, love the aesthetic, controls are superb",children_of_the_sun
172143873,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,5.05,1,0.5245398879051208,positive_praise,긍정 칭찬,positive,"unique concept, loved the visuals and game mechanics",children_of_the_sun
172143873,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,5.05,1,0.5245398879051208,content_volume,콘텐츠 분량,neutral,"on the short side, wish there more",children_of_the_sun
172157171,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,5.266666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"concept, style, and execution are great, unique puzzle shooter, cool visual style and music",children_of_the_sun
172157171,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,5.266666666666667,0,0.5,difficulty,난이도,negative,most of the levels are very easy,children_of_the_sun
172157171,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,5.266666666666667,0,0.5,content_volume,콘텐츠 분량,negative,"short but sweet, ends just as it starts to get really good",children_of_the_sun
172360794,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.2,0,0.5,positive_praise,긍정 칭찬,positive,"fun arcade experience, unique and inviting, well worth the money",children_of_the_sun
172436121,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.1,2,0.5416666865348816,positive_praise,긍정 칭찬,positive,"interesting take on a puzzle-sniping game, unique gameplay, lot of style",children_of_the_sun
172436121,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.1,2,0.5416666865348816,content_volume,콘텐츠 분량,neutral,short but fun,children_of_the_sun
172436121,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.1,2,0.5416666865348816,price_value,가격/가치,positive,Recommended on sale!,children_of_the_sun
172455249,1309950,Children of the Sun,positive,mixed,optimization,medium,D91-D180,6.516666666666667,1,0.5370370149612427,positive_praise,긍정 칭찬,positive,독특한 저격 탄환 조종 컨셉과 전략적 게임플레이가 매우 재미있음,children_of_the_sun
172455249,1309950,Children of the Sun,positive,mixed,optimization,medium,D91-D180,6.516666666666667,1,0.5370370149612427,optimization,최적화,negative,최적화 부족으로 인한 끊김(stuttering) 현상 발생,children_of_the_sun
172455249,1309950,Children of the Sun,positive,mixed,optimization,medium,D91-D180,6.516666666666667,1,0.5370370149612427,graphics_audio,그래픽/사운드,negative,그래픽이 너무 픽셀화되어 보임,children_of_the_sun
172474489,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.933333333333334,0,0.5,positive_praise,긍정 칭찬,positive,혁신적인 게임플레이에 대해 매우 만족하며 Steam 어워드 후보로 추천함,children_of_the_sun
172652822,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,1.35,1,0.5258620381355286,positive_praise,긍정 칭찬,positive,게임 내 특정 대사에 대해 매우 강한 만족감을 표함,children_of_the_sun
173283614,1309950,Children of the Sun,negative,mixed,content_volume,medium,D91-D180,3.2666666666666666,0,0.4899777472019195,content_volume,콘텐츠 분량,negative,lacks length for the price,children_of_the_sun
173283614,1309950,Children of the Sun,negative,mixed,content_volume,medium,D91-D180,3.2666666666666666,0,0.4899777472019195,price_value,가격/가치,negative,Best bought on sale,children_of_the_sun
173283614,1309950,Children of the Sun,negative,mixed,content_volume,medium,D91-D180,3.2666666666666666,0,0.4899777472019195,positive_praise,긍정 칭찬,positive,"Neat story, artstyle, execution, and mechanics",children_of_the_sun
173479744,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.0,1,0.5,positive_praise,긍정 칭찬,positive,"Great game, Simple but engaging story, fun puzzle/action mechanics",children_of_the_sun
173479744,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.0,1,0.5,content_volume,콘텐츠 분량,neutral,knock out in a sitting (~3 hours),children_of_the_sun
173549483,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.7,0,0.5,positive_praise,긍정 칭찬,positive,"weird and trippy indie game, fun gameplay mechanics, interesting puzzle elements",children_of_the_sun
173828619,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.516666666666667,1,0.52173912525177,positive_praise,긍정 칭찬,positive,독특한 시각적 스타일과 색감 활용이 훌륭함,children_of_the_sun
173828619,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.516666666666667,1,0.52173912525177,graphics_audio,그래픽/사운드,neutral,OST는 다소 평범하거나 호불호가 갈릴 수 있음,children_of_the_sun
173954672,1309950,Children of the Sun,negative,negative,price_value,medium,D91-D180,3.933333333333333,23,0.5729517936706543,price_value,가격/가치,negative,가격 대비 콘텐츠 분량이 부족하게 느껴짐,children_of_the_sun
173954672,1309950,Children of the Sun,negative,negative,price_value,medium,D91-D180,3.933333333333333,23,0.5729517936706543,gameplay_loop,게임플레이 루프,negative,플레이 타임이 짧고 리플레이 가치가 낮음,children_of_the_sun
174003467,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.4,0,0.4365079402923584,positive_praise,긍정 칭찬,positive,게임이 매우 훌륭하여 소장 가치가 있다고 느낌,children_of_the_sun
174033263,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,4.366666666666666,0,0.5,positive_praise,긍정 칭찬,positive,"cool concept, and amazing style",children_of_the_sun
174033263,1309950,Children of the Sun,positive,positive,content_volume,low,D91-D180,4.366666666666666,0,0.5,content_volume,콘텐츠 분량,neutral,would love more levels,children_of_the_sun
174079063,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.666666666666667,0,0.5,positive_praise,긍정 칭찬,positive,Completely new idea. Creative puzzles. Nice art style. GREAT.,children_of_the_sun
174108787,1309950,Children of the Sun,positive,positive,price_value,low,D91-D180,5.7,0,0.5,price_value,가격/가치,neutral,shorter than I would like at that price point,children_of_the_sun
174108787,1309950,Children of the Sun,positive,positive,price_value,low,D91-D180,5.7,0,0.5,positive_praise,긍정 칭찬,positive,"so much fun it balances out, no point feels boring",children_of_the_sun
174123810,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.683333333333333,19,0.7240353226661682,positive_praise,긍정 칭찬,positive,"short 3-4 hour experience, unique ideas per level, fun gameplay loop, ranked boards, intriguing story",children_of_the_sun
174134625,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.6,1,0.5,positive_praise,긍정 칭찬,positive,"cool concept, cool art style, fun from start to finish",children_of_the_sun
174134625,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.6,1,0.5,story,스토리,neutral,a lot of the story went over my head,children_of_the_sun
174234945,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.583333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"incredible in all fronts, fond of the art style from the cutscenes",children_of_the_sun
174428631,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,5.1,1,0.5,positive_praise,긍정 칭찬,positive,did all of the archivements and was an awesome experience,children_of_the_sun
174434818,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,1.8,31,0.7699295282363892,positive_praise,긍정 칭찬,positive,"intense audiovisual experience, satisfying sequence of executions",children_of_the_sun
174443119,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D91-D180,2.1333333333333333,4,0.584664523601532,gameplay_loop,게임플레이 루프,negative,"gets repetitive, bored about 2/3 of the way through",children_of_the_sun
174443119,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D91-D180,2.1333333333333333,4,0.584664523601532,ui_ux,UI/UX,negative,couldnt find and ping all the enemies... blending in with the bright colours,children_of_the_sun
174443119,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D91-D180,2.1333333333333333,4,0.584664523601532,price_value,가격/가치,negative,dont think $21 (aud) is worth it for a 2 ish hour one and done game,children_of_the_sun
174570140,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,5.483333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"스타일리시하고 재미있는 퍼즐 슈터 게임, 아트 디렉션과 레벨 디자인이 훌륭함",children_of_the_sun
174774897,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.8333333333333335,0,0.5,positive_praise,긍정 칭찬,positive,재미있고 아트와 사운드 디자인이 훌륭함,children_of_the_sun
174774897,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.8333333333333335,0,0.5,content_volume,콘텐츠 분량,neutral,게임이 매우 쉽고 짧음,children_of_the_sun
174830961,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.4,7,0.611609935760498,positive_praise,긍정 칭찬,positive,"독특한 메커니즘과 스토리, 레벨이 진행될수록 재미있어짐",children_of_the_sun
175179468,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,5.683333333333334,4,0.5666447877883911,positive_praise,긍정 칭찬,positive,Short but really fun game with amazing style and interesting story.,children_of_the_sun
175179468,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,5.683333333333334,4,0.5666447877883911,content_volume,콘텐츠 분량,neutral,Short game.,children_of_the_sun
175562181,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,1.25,1,0.53125,positive_praise,긍정 칭찬,positive,"Style in spades, cool moments with bullet control.",children_of_the_sun
175562181,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,1.25,1,0.53125,gameplay_loop,게임플레이 루프,positive,Puzzle like Sniper Elite with a combo system.,children_of_the_sun
175583358,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,2.9,1,0.4958677589893341,positive_praise,긍정 칭찬,positive,"Unique gameplay, extraordinary experience, artstyle elevates atmosphere.",children_of_the_sun
175583358,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,2.9,1,0.4958677589893341,price_value,가격/가치,neutral,$15 is a little bit steep for a 3 hour gameplay.,children_of_the_sun
175583358,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,2.9,1,0.4958677589893341,content_volume,콘텐츠 분량,neutral,Pretty short (~ 3 hours).,children_of_the_sun
175617872,1309950,Children of the Sun,positive,mixed,content_volume,medium,D91-D180,3.1166666666666667,0,0.4771784245967865,content_volume,콘텐츠 분량,negative,"short 3~ish hour run, price point not entirely justified",children_of_the_sun
175617872,1309950,Children of the Sun,positive,mixed,content_volume,medium,D91-D180,3.1166666666666667,0,0.4771784245967865,gameplay_loop,게임플레이 루프,positive,"unique bullet control mechanic, new abilities and enemy types",children_of_the_sun
175649606,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.2,1,0.523809552192688,positive_praise,긍정 칭찬,positive,"challenging, rewarding creativity, multiple ways to beat levels, scoreboard for replayability",children_of_the_sun
175667952,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.65,0,0.5,positive_praise,긍정 칭찬,positive,"satisfying gameplay loop, multiple solutions, great presentation and atmosphere",children_of_the_sun
175685487,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.533333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"A very fun little puzzle game, incredibly fun to plow through.",children_of_the_sun
175685487,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.533333333333333,0,0.5,content_volume,콘텐츠 분량,neutral,Took me about 3.5 hours to beat.,children_of_the_sun
175704870,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.65,0,0.5,positive_praise,긍정 칭찬,positive,"So much fun, one of the top puzzle games.",children_of_the_sun
175704870,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.65,0,0.5,content_volume,콘텐츠 분량,neutral,Getting to the end of the game does not take that long.,children_of_the_sun
175704870,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,3.65,0,0.5,progression_grind,성장/반복 노가다,positive,getting in the top 1000 on any one mission will take a lot of work.,children_of_the_sun
175728764,1309950,Children of the Sun,positive,mixed,gameplay_loop,medium,D91-D180,3.45,0,0.5,gameplay_loop,게임플레이 루프,negative,"wait 5 minutes for slow mo bird to fly out from behind building, miss.",children_of_the_sun
175751872,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,2.466666666666667,0,0.5,positive_praise,긍정 칭찬,positive,"Short and sweet, definitely worth your time",children_of_the_sun
175792781,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.6333333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"innovative and different, captured my imagination, original gameplay",children_of_the_sun
175792781,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.6333333333333333,0,0.5,graphics_audio,그래픽/사운드,positive,"graphics are pretty basic all round, but overshadowed by psychedelic art design",children_of_the_sun
175792781,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.6333333333333333,0,0.5,gameplay_loop,게임플레이 루프,mixed,start to find the process a bit tedious after a few levels,children_of_the_sun
175792781,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.6333333333333333,0,0.5,price_value,가격/가치,positive,"price is so cheap, especially when its on sale",children_of_the_sun
175797375,1309950,Children of the Sun,positive,positive,price_value,low,D91-D180,3.6,0,0.5,positive_praise,긍정 칭찬,positive,"Excellent little puzzle game, really good",children_of_the_sun
175797375,1309950,Children of the Sun,positive,positive,price_value,low,D91-D180,3.6,0,0.5,price_value,가격/가치,mixed,price a little steep for ~3.5 hours,children_of_the_sun
175835553,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.3666666666666666,3,0.5449621081352234,positive_praise,긍정 칭찬,positive,Simple but challenging puzzle game,children_of_the_sun
175845002,1309950,Children of the Sun,negative,negative,other,medium,D91-D180,4.766666666666667,5,0.5791826844215393,other,기타,negative,"feels like an early access version, lack of polish, lacks coherence",children_of_the_sun
175845002,1309950,Children of the Sun,negative,negative,other,medium,D91-D180,4.766666666666667,5,0.5791826844215393,gameplay_loop,게임플레이 루프,negative,gameplay was alright but not exploited to its full potential,children_of_the_sun
175845180,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.483333333333333,0,0.5,positive_praise,긍정 칭찬,positive,"Simple, stylish, violent, addicting, unique path mechanically and stylistically",children_of_the_sun
175910078,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,6.35,0,0.5,positive_praise,긍정 칭찬,positive,"Biggest suprise, very cool puzzle game, very indie game, story is a trip, soundtrack is unsettling.",children_of_the_sun
175927956,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.133333333333334,0,0.5,positive_praise,긍정 칭찬,positive,"Unique and alluring style, tasty and challenging puzzle game.",children_of_the_sun
175927956,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.133333333333334,0,0.5,difficulty,난이도,neutral,The last level is HARD!,children_of_the_sun
175961195,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,4.366666666666666,2,0.5454545617103577,positive_praise,긍정 칭찬,positive,"Absolute banger of a game, one of the best games ive played in a WHILE, worth the buy.",children_of_the_sun
176014463,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,11.55,0,0.5,positive_praise,긍정 칭찬,positive,"sniping cultists in a puzzly way, nice and engaging game",children_of_the_sun
176078421,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.2333333333333333,1,0.5220588445663452,positive_praise,긍정 칭찬,positive,"insane visual and sound design, gameplay is great",children_of_the_sun
176078421,1309950,Children of the Sun,positive,positive,positive_praise,low,D91-D180,0.2333333333333333,1,0.5220588445663452,gameplay_loop,게임플레이 루프,neutral,gameplay takes a little getting used to,children_of_the_sun
176098989,1309950,Children of the Sun,negative,negative,gameplay_loop,medium,D91-D180,0.3666666666666666,1,0.3994031846523285,gameplay_loop,게임플레이 루프,negative,"uninteresting, brain-dead easy, formulaic gameplay",children_of_the_sun
176098989,1309950,Children of the Sun,negative,negative,gameplay_loop,medium,D91-D180,0.3666666666666666,1,0.3994031846523285,graphics_audio,그래픽/사운드,negative,"feels like a Unity game, needs more polish",children_of_the_sun
176144371,1309950,Children of the Sun,positive,mixed,price_value,low,D91-D180,3.533333333333333,0,0.5,content_volume,콘텐츠 분량,negative,3시간 만에 게임을 완료함,children_of_the_sun
176144371,1309950,Children of the Sun,positive,mixed,price_value,low,D91-D180,3.533333333333333,0,0.5,price_value,가격/가치,negative,가격 대비 분량이 부족함,children_of_the_sun
176144371,1309950,Children of the Sun,positive,mixed,price_value,low,D91-D180,3.533333333333333,0,0.5,positive_praise,긍정 칭찬,positive,게임 자체는 재미있음,children_of_the_sun
