appid,game_name,recommendationid,review_datetime,release_date,days_from_release,release_period,review_recency_group,steam_label_text,llm_sentiment,steam_llm_sentiment_relation,playtime_at_review_hours,playtime_stage,early_playtime_flag,votes_up,weighted_vote_score,llm_urgency_candidate,high_urgency_flag,llm_issue_category,issue_name_kor,llm_issue_sentiment,issue_positive_flag,issue_negative_or_mixed_flag,action_group_hint,priority_candidate,rule_priority_hint,priority_selection_note,priority_rule_detail,priority_reason,affected_review_count,negative_mixed_review_count,steam_negative_review_count,high_urgency_review_count,high_urgency_rate,negative_mixed_rate,steam_negative_rate,recent_30d_negative_mixed_review_count,early_playtime_negative_mixed_review_count,patch_ops_note,llm_issue_evidence,source_run
1309950,Children of the Sun,194456397,2025-05-08 06:53:50,2024-04-09,394,D181+,older_90d,positive,mixed,partial_match,6.383333333333334,5-20h,False,1,0.5,low,False,content_volume,콘텐츠 분량,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 208개, 부정·혼합 56개, Steam 비추천 맥락 13개, 초반 플레이타임 부정·혼합 40개, High urgency 후보 2개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",208,56,13,2,0.0096,0.2692,0.0625,0,40,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,Game is pretty short at about 3 hours.,children_of_the_sun
1309950,Children of the Sun,194456397,2025-05-08 06:53:50,2024-04-09,394,D181+,older_90d,positive,mixed,partial_match,6.383333333333334,5-20h,False,1,0.5,low,False,price_value,가격/가치,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 58개, 부정·혼합 30개, Steam 비추천 맥락 13개, 초반 플레이타임 부정·혼합 27개, 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",58,30,13,0,0.0,0.5172,0.2241,0,27,가격 대비 만족도 불만이 반복되는지 확인하고 할인/번들/콘텐츠 가치 전달을 검토한다.,Worth it if purchased on sale for $10 or less.,children_of_the_sun
1309950,Children of the Sun,194966974,2025-05-15 20:20:46,2024-04-09,401,D181+,older_90d,positive,positive,exact_match,2.583333333333333,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",Very good style and gameplay.,children_of_the_sun
1309950,Children of the Sun,194966974,2025-05-15 20:20:46,2024-04-09,401,D181+,older_90d,positive,positive,exact_match,2.583333333333333,1-5h,True,0,0.5,low,False,content_volume,콘텐츠 분량,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 208개, 부정·혼합 56개, Steam 비추천 맥락 13개, 초반 플레이타임 부정·혼합 40개, High urgency 후보 2개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",208,56,13,2,0.0096,0.2692,0.0625,0,40,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,Short game.,children_of_the_sun
1309950,Children of the Sun,194966974,2025-05-15 20:20:46,2024-04-09,401,D181+,older_90d,positive,positive,exact_match,2.583333333333333,1-5h,True,0,0.5,low,False,story,스토리,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 65개, 부정·혼합 23개, Steam 비추천 맥락 11개, 초반 플레이타임 부정·혼합 15개, 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",65,23,11,0,0.0,0.3538,0.1692,0,15,"서사 전달, 퀘스트 흐름, 엔딩/분기 만족도를 장기 개선 후보로 검토한다.",Story is straightforward and serves as a break.,children_of_the_sun
1309950,Children of the Sun,195141614,2025-05-18 11:46:51,2024-04-09,404,D181+,older_90d,positive,positive,exact_match,3.816666666666667,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","Fantastic tactical puzzle-shooter, fun stylized art, perfect amount of content.",children_of_the_sun
1309950,Children of the Sun,195141614,2025-05-18 11:46:51,2024-04-09,404,D181+,older_90d,positive,positive,exact_match,3.816666666666667,1-5h,True,0,0.5,low,False,progression_grind,성장/반복 노가다,positive,True,False,검토 필요,하,하,절대 기준상 하 또는 개선 우선순위 근거가 상대적으로 약함,반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"영향 리뷰 5개, 부정·혼합 2개, Steam 비추천 맥락 1개, 초반 플레이타임 부정·혼합 2개, 절대 기준 후보 하, 규칙 근거: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함",5,2,1,0,0.0,0.4,0.2,0,2,반복 성장과 노가다 피로를 줄일 수 있는 보상/성장 속도 조정을 검토한다.,Good progression and late game elements blend well.,children_of_the_sun
1309950,Children of the Sun,195297182,2025-05-20 20:20:21,2024-04-09,406,D181+,older_90d,positive,positive,exact_match,3.3666666666666667,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","unique, stylish shooting puzzles, worth the price, gameplay stays fresh",children_of_the_sun
1309950,Children of the Sun,195297182,2025-05-20 20:20:21,2024-04-09,406,D181+,older_90d,positive,positive,exact_match,3.3666666666666667,1-5h,True,0,0.5,low,False,content_volume,콘텐츠 분량,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 208개, 부정·혼합 56개, Steam 비추천 맥락 13개, 초반 플레이타임 부정·혼합 40개, High urgency 후보 2개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",208,56,13,2,0.0096,0.2692,0.0625,0,40,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,game may be short depending on skill,children_of_the_sun
1309950,Children of the Sun,195359647,2025-05-21 17:37:44,2024-04-09,407,D181+,older_90d,positive,positive,exact_match,1.6666666666666667,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","addicting, rewarding mechanics and design, great aesthetics, Hotline Miami vibe",children_of_the_sun
1309950,Children of the Sun,195552613,2025-05-24 15:32:53,2024-04-09,410,D181+,older_90d,positive,positive,exact_match,0.9333333333333332,0-1h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","surprised me time and time again, beautiful",children_of_the_sun
1309950,Children of the Sun,195597919,2025-05-25 04:40:49,2024-04-09,411,D181+,older_90d,positive,positive,exact_match,3.25,1-5h,True,1,0.4961831867694855,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",Hitman: Sniper + Connect the dots. Great puzzle game with a colorful grunge setting.,children_of_the_sun
1309950,Children of the Sun,196025263,2025-05-30 23:54:29,2024-04-09,416,D181+,older_90d,positive,positive,exact_match,3.55,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","Love the looks, the vibe is dark and with a story told without a millions lines of exposition. and the game play creates challenging and reward puzzles",children_of_the_sun
1309950,Children of the Sun,196202587,2025-06-01 23:42:35,2024-04-09,418,D181+,older_90d,positive,positive,exact_match,9.5,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",he took a simple concept and turned into something amazing 10/10 no notes,children_of_the_sun
1309950,Children of the Sun,196252389,2025-06-02 16:25:17,2024-04-09,419,D181+,older_90d,positive,positive,exact_match,7.233333333333333,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","Great story, incredible gameplay. 100%'ed and would do so again.",children_of_the_sun
1309950,Children of the Sun,196273137,2025-06-02 21:59:34,2024-04-09,419,D181+,older_90d,positive,positive,exact_match,4.45,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","Great concept, compelling story, memorable visuals, doesn't overstay its welcome.",children_of_the_sun
1309950,Children of the Sun,196293700,2025-06-03 06:15:32,2024-04-09,420,D181+,older_90d,positive,positive,exact_match,142.05,50h+,False,1,0.5052083730697632,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",developing arthritis in my hands from learning this speedrun. 10/10,children_of_the_sun
1309950,Children of the Sun,196313395,2025-06-03 13:55:01,2024-04-09,420,D181+,older_90d,positive,positive,exact_match,5.483333333333333,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","An absolute blast of a puzzle game. The art style is distinctive and fun, with gameplay that is smooth and satisfying.",children_of_the_sun
1309950,Children of the Sun,196443719,2025-06-05 09:17:18,2024-04-09,422,D181+,older_90d,positive,positive,exact_match,8.45,5-20h,False,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","Fun gameplay, puzzles that aren't trivial, amazing vibes.",children_of_the_sun
1309950,Children of the Sun,196665946,2025-06-07 23:35:54,2024-04-09,424,D181+,older_90d,positive,neutral,unclear,4.4,1-5h,True,0,0.5,low,False,other,기타,neutral,False,False,검토 필요,중,중,기타 이슈는 원인이 명확하지 않아 세부 리뷰 확인 대상으로 분리,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"영향 리뷰 38개, 부정·혼합 11개, Steam 비추천 맥락 6개, 초반 플레이타임 부정·혼합 10개, High urgency 후보 2개(보조 참고), 절대 기준 후보 중, 규칙 근거: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리",38,11,6,2,0.0526,0.2895,0.1579,0,10,세부 리뷰를 확인해 반복되는 하위 원인이 있는지 검토한다.,"""I Just Killed a Man Now I'm Horny"" Is certainly one of the quotes of all time",children_of_the_sun
1309950,Children of the Sun,196695164,2025-06-08 08:33:40,2024-04-09,425,D181+,older_90d,positive,positive,exact_match,4.166666666666667,1-5h,True,0,0.5,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","original, fresh concept, neat art, fun experience",children_of_the_sun
1309950,Children of the Sun,196695164,2025-06-08 08:33:40,2024-04-09,425,D181+,older_90d,positive,positive,exact_match,4.166666666666667,1-5h,True,0,0.5,low,False,gameplay_loop,게임플레이 루프,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 179개, 부정·혼합 99개, Steam 비추천 맥락 50개, 최근 30일 부정·혼합 2개, 초반 플레이타임 부정·혼합 87개, High urgency 후보 11개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",179,99,50,11,0.0615,0.5531,0.2793,2,87,"반복 피로, 목표 구조, 보상 흐름을 점검하고 플레이 루프의 지루함을 줄인다.",a bit clunky outside of the shooting,children_of_the_sun
1309950,Children of the Sun,196695164,2025-06-08 08:33:40,2024-04-09,425,D181+,older_90d,positive,positive,exact_match,4.166666666666667,1-5h,True,0,0.5,low,False,content_volume,콘텐츠 분량,negative,False,True,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 208개, 부정·혼합 56개, Steam 비추천 맥락 13개, 초반 플레이타임 부정·혼합 40개, High urgency 후보 2개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",208,56,13,2,0.0096,0.2692,0.0625,0,40,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,"a bit short, deserves way more content",children_of_the_sun
1309950,Children of the Sun,196816191,2025-06-09 17:13:42,2024-04-09,426,D181+,older_90d,negative,negative,exact_match,0.3666666666666666,0-1h,True,4,0.4968179166316986,low,False,gameplay_loop,게임플레이 루프,negative,False,True,단기 개선,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 179개, 부정·혼합 99개, Steam 비추천 맥락 50개, 최근 30일 부정·혼합 2개, 초반 플레이타임 부정·혼합 87개, High urgency 후보 11개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",179,99,50,11,0.0615,0.5531,0.2793,2,87,"반복 피로, 목표 구조, 보상 흐름을 점검하고 플레이 루프의 지루함을 줄인다.",puzzles felt way too simple,children_of_the_sun
1309950,Children of the Sun,196816191,2025-06-09 17:13:42,2024-04-09,426,D181+,older_90d,negative,negative,exact_match,0.3666666666666666,0-1h,True,4,0.4968179166316986,low,False,story,스토리,negative,False,True,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 65개, 부정·혼합 23개, Steam 비추천 맥락 11개, 초반 플레이타임 부정·혼합 15개, 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",65,23,11,0,0.0,0.3538,0.1692,0,15,"서사 전달, 퀘스트 흐름, 엔딩/분기 만족도를 장기 개선 후보로 검토한다.","trippy, psychedelic storytelling just didn't click with me",children_of_the_sun
1309950,Children of the Sun,197133876,2025-06-13 14:04:48,2024-04-09,430,D181+,older_90d,positive,positive,exact_match,4.933333333333334,1-5h,True,0,0.4761904776096344,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","REALLY fun short indie game, great variety of ways to solves puzzles, feel like a badass",children_of_the_sun
1309950,Children of the Sun,197182677,2025-06-14 03:13:02,2024-04-09,431,D181+,older_90d,positive,positive,exact_match,5.016666666666667,5-20h,False,2,0.523809552192688,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",독특한 아트 스타일과 질리지 않는 게임플레이 방식,children_of_the_sun
1309950,Children of the Sun,197182677,2025-06-14 03:13:02,2024-04-09,431,D181+,older_90d,positive,positive,exact_match,5.016666666666667,5-20h,False,2,0.523809552192688,low,False,content_volume,콘텐츠 분량,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 208개, 부정·혼합 56개, Steam 비추천 맥락 13개, 초반 플레이타임 부정·혼합 40개, High urgency 후보 2개(보조 참고), 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",208,56,13,2,0.0096,0.2692,0.0625,0,40,콘텐츠 부족·반복성은 단기 패치보다 업데이트 로드맵 관점에서 검토한다.,게임 분량이 짧음 (약 4~5시간),children_of_the_sun
1309950,Children of the Sun,197182677,2025-06-14 03:13:02,2024-04-09,431,D181+,older_90d,positive,positive,exact_match,5.016666666666667,5-20h,False,2,0.523809552192688,low,False,story,스토리,neutral,False,False,장기 검토,상,상,절대 기준 '상' 후보 중 이번 게임 내 상대 우선순위 상위 6개로 유지,절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈,"영향 리뷰 65개, 부정·혼합 23개, Steam 비추천 맥락 11개, 초반 플레이타임 부정·혼합 15개, 절대 기준 후보 상, 규칙 근거: 절대 기준 상 후보 + 게임 내 상대 우선순위 상위 이슈",65,23,11,0,0.0,0.3538,0.1692,0,15,"서사 전달, 퀘스트 흐름, 엔딩/분기 만족도를 장기 개선 후보로 검토한다.",주인공과 세계관에 대한 서사가 더 필요함,children_of_the_sun
1309950,Children of the Sun,197660696,2025-06-20 00:27:50,2024-04-09,437,D181+,older_90d,positive,positive,exact_match,8.216666666666667,5-20h,False,1,0.500381350517273,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",게임에 대한 긍정적인 경험과 유머러스한 반응,children_of_the_sun
1309950,Children of the Sun,197737421,2025-06-20 22:00:41,2024-04-09,437,D181+,older_90d,positive,positive,exact_match,3.066666666666667,1-5h,True,4,0.5510517954826355,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","액션과 퍼즐의 훌륭한 조합, Suda51 스타일의 오마주",children_of_the_sun
1309950,Children of the Sun,198213811,2025-06-26 20:01:58,2024-04-09,443,D181+,older_90d,positive,positive,exact_match,4.3,1-5h,True,12,0.658411979675293,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.","Level design is a huge highlight, assets look wonderfully nostalgic, levels are well thought out.",children_of_the_sun
1309950,Children of the Sun,198463769,2025-06-29 14:40:42,2024-04-09,446,D181+,older_90d,positive,mixed,partial_match,4.25,1-5h,True,1,0.523809552192688,low,False,positive_praise,긍정 칭찬,positive,True,False,강점 유지,하,하,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리,"영향 리뷰 736개, 부정·혼합 0개, Steam 비추천 맥락 11개, High urgency 후보 6개(보조 참고), 절대 기준 후보 하, 규칙 근거: 강점 유지 항목이므로 개선 우선순위 산정 대상에서 분리",736,0,11,6,0.0082,0.0,0.0149,0,0,"긍정적으로 평가된 요소를 유지하고, 업데이트와 마케팅 메시지에서 강점으로 활용한다.",Pretty good puzzle game with a great premise.,children_of_the_sun
