condition_type,condition_value,issue_name_kor,issue_direction,condition_game_count,issue_game_count,issue_game_ratio,positive_game_count,negative_game_count,tag_positive_game_count,tag_negative_game_count,tag_mixed_game_count,high_urgency_game_count,both_positive_negative_game_count,total_issue_review_count,priority_level,priority_rule_detail,priority_reason,llm_evidence_text
steam_tag,1990s,기타,강화 요소,2,1,50.0,1,0,1,0,0,0,0,2,하,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '1990s'에서 '기타' 항목은 전체 2개 게임 중 1개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 0개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,그래픽/사운드,강화 요소,4,4,100.0,4,3,4,3,2,3,3,29,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '그래픽/사운드' 항목은 전체 4개 게임 중 4개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,난이도,리스크 요소,4,4,100.0,4,3,3,3,1,2,3,19,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '난이도' 항목은 전체 4개 게임 중 4개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,게임플레이 루프,강화 요소,4,3,75.0,3,2,3,2,2,2,2,38,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '게임플레이 루프' 항목은 전체 4개 게임 중 3개 게임에서 반복되었다(75.0%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,UI/UX,리스크 요소,4,3,75.0,3,2,2,2,1,2,2,31,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 'UI/UX' 항목은 전체 4개 게임 중 3개 게임에서 반복되었다(75.0%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,콘텐츠 분량,리스크 요소,4,3,75.0,3,1,2,2,0,0,1,14,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '콘텐츠 분량' 항목은 전체 4개 게임 중 3개 게임에서 반복되었다(75.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 반복 게임 수가 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,기타,강화 요소,4,3,75.0,3,0,1,0,0,0,0,5,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '기타' 항목은 전체 4개 게임 중 3개 게임에서 반복되었다(75.0%). Steam 비추천 맥락은 0개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,밸런스,리스크 요소,4,2,50.0,2,2,0,2,1,2,2,8,중,중: Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '밸런스' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: Steam 비추천 맥락이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,성장/반복 노가다,리스크 요소,4,2,50.0,2,1,2,2,0,1,1,13,중,중: 조건 내 발생 비율이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 조건 내 발생 비율이 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '성장/반복 노가다' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 조건 내 발생 비율이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,성능,리스크 요소,4,2,50.0,2,1,1,2,0,1,1,8,중,중: 조건 내 발생 비율이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 조건 내 발생 비율이 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '성능' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 조건 내 발생 비율이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,버그,리스크 요소,4,2,50.0,2,1,1,2,0,2,1,5,중,중: 조건 내 발생 비율이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 조건 내 발생 비율이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '버그' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 조건 내 발생 비율이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,개발사 소통,리스크 요소,4,2,50.0,2,1,1,1,0,1,1,4,중,중: 조건 내 발생 비율이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 조건 내 발생 비율이 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '개발사 소통' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 조건 내 발생 비율이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,멀티/네트워크,리스크 요소,4,2,50.0,2,1,0,2,0,2,1,3,중,중: 조건 내 발생 비율이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 조건 내 발생 비율이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '멀티/네트워크' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 2개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 조건 내 발생 비율이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,저장/진행,리스크 요소,4,2,50.0,1,1,0,2,0,1,0,3,중,중: 조건 내 발생 비율이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 조건 내 발생 비율이 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '저장/진행' 항목은 전체 4개 게임 중 2개 게임에서 반복되었다(50.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 조건 내 발생 비율이 중간 기준 이상'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,긍정 칭찬,강화 요소,4,4,100.0,4,2,4,0,0,1,2,115,하,강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. 적용 규칙: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '긍정 칭찬' 항목은 전체 4개 게임 중 4개 게임에서 반복되었다(100.0%). Steam 비추천 맥락은 2개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2.5D,스토리,리스크 요소,4,1,25.0,1,1,1,1,1,0,1,10,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2.5D'에서 '스토리' 항목은 전체 4개 게임 중 1개 게임에서 반복되었다(25.0%). Steam 비추천 맥락은 1개 게임, Steam 추천 맥락은 1개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '하'이며, 적용된 기준은 '하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함'이다. LLM이 High urgency로 분류한 사례는 0개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,게임플레이 루프,리스크 요소,23,15,65.2,11,8,7,9,1,6,4,66,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 6개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '게임플레이 루프' 항목은 전체 23개 게임 중 15개 게임에서 반복되었다(65.2%). Steam 비추천 맥락은 8개 게임, Steam 추천 맥락은 11개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 6개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,그래픽/사운드,강화 요소,23,12,52.2,10,5,8,6,0,5,3,28,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '그래픽/사운드' 항목은 전체 23개 게임 중 12개 게임에서 반복되었다(52.2%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 10개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,UI/UX,리스크 요소,23,11,47.8,10,6,3,8,0,5,5,43,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 'UI/UX' 항목은 전체 23개 게임 중 11개 게임에서 반복되었다(47.8%). Steam 비추천 맥락은 6개 게임, Steam 추천 맥락은 10개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,난이도,리스크 요소,23,11,47.8,11,3,5,7,0,1,3,33,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '난이도' 항목은 전체 23개 게임 중 11개 게임에서 반복되었다(47.8%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 11개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 1개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,버그,리스크 요소,23,7,30.4,4,5,1,7,1,6,2,32,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 6개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '버그' 항목은 전체 23개 게임 중 7개 게임에서 반복되었다(30.4%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 4개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 6개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,밸런스,리스크 요소,23,6,26.1,3,5,1,5,0,5,2,25,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '밸런스' 항목은 전체 23개 게임 중 6개 게임에서 반복되었다(26.1%). Steam 비추천 맥락은 5개 게임, Steam 추천 맥락은 3개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '상'이며, 적용된 기준은 '상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈'이다. LLM이 High urgency로 분류한 사례는 5개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,콘텐츠 분량,리스크 요소,23,10,43.5,8,3,5,7,0,3,1,27,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '콘텐츠 분량' 항목은 전체 23개 게임 중 10개 게임에서 반복되었다(43.5%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 8개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 3개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,가격/가치,리스크 요소,23,7,30.4,5,3,2,5,1,2,1,24,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '가격/가치' 항목은 전체 23개 게임 중 7개 게임에서 반복되었다(30.4%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정'이다. LLM이 High urgency로 분류한 사례는 2개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
steam_tag,2D,기타,리스크 요소,23,6,26.1,5,3,1,3,0,4,2,15,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.","steam_tag 조건 '2D'에서 '기타' 항목은 전체 23개 게임 중 6개 게임에서 반복되었다(26.1%). Steam 비추천 맥락은 3개 게임, Steam 추천 맥락은 5개 게임에서 확인되었다. 규칙 기반 점검 중요도는 '중'이며, 적용된 기준은 '기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리'이다. LLM이 High urgency로 분류한 사례는 4개 게임에서 나타났지만, 이는 점검 중요도 계산에 직접 사용하지 않은 보조 참고 지표다."
