condition_type,condition_value,issue_name_kor,issue_game_count,positive_game_count,negative_game_count,tag_positive_game_count,tag_negative_game_count,tag_mixed_game_count,high_urgency_game_count,both_positive_negative_game_count,total_issue_review_count,condition_game_count,issue_game_ratio,priority_level,priority_rule_detail,priority_reason,issue_direction
steam_tag,Co-op Campaign,게임플레이 루프,1,1,0,1,0,0,0,0,2,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Co-op Campaign,그래픽/사운드,1,1,0,0,0,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",참고 요소
steam_tag,Co-op Campaign,난이도,1,1,0,0,1,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Co-op Campaign,성능,1,1,0,1,0,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Cold War,UI/UX,1,1,1,0,1,0,1,1,5,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Cold War,조작감,1,1,1,0,1,0,1,1,3,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Cold War,게임플레이 루프,1,1,1,0,1,0,1,1,2,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Cold War,기타,1,1,1,0,1,0,0,1,2,1,100.0,하,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Cold War,긍정 칭찬,1,1,0,1,0,0,0,0,4,1,100.0,하,강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. 적용 규칙: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Cold War,그래픽/사운드,1,1,0,1,0,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Cold War,난이도,1,1,0,0,1,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Cold War,밸런스,1,1,0,0,1,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,게임플레이 루프,1,1,1,1,1,0,1,1,8,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,기타,1,1,1,0,1,0,1,1,4,1,100.0,하,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,밸런스,1,1,1,1,1,0,1,1,4,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,긍정 칭찬,1,1,0,1,0,0,1,0,30,1,100.0,하,강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. 적용 규칙: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Collectathon,UI/UX,1,1,0,0,1,0,1,0,3,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,버그,1,1,0,0,1,0,1,0,2,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,그래픽/사운드,1,1,0,1,0,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Collectathon,스토리,1,1,0,1,0,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Collectathon,저장/진행,1,1,0,0,1,0,1,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Collectathon,조작감,1,1,0,1,0,0,0,0,1,1,100.0,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Colorful,게임플레이 루프,13,12,9,10,10,2,7,8,141,16,81.2,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 7개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,UI/UX,11,11,5,5,10,2,5,5,73,16,68.8,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,난이도,11,11,4,5,8,1,3,4,73,16,68.8,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,그래픽/사운드,10,10,5,8,7,2,5,5,41,16,62.5,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 5개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Colorful,성장/반복 노가다,7,4,6,1,7,1,2,3,21,16,43.8,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,밸런스,5,4,5,1,5,2,3,4,31,16,31.2,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,콘텐츠 분량,10,9,4,6,8,0,3,3,74,16,62.5,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,기타,9,6,6,2,7,0,3,3,23,16,56.2,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,조작감,8,8,4,3,6,0,4,4,50,16,50.0,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,버그,8,7,3,3,7,0,4,2,18,16,50.0,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,스토리,6,6,4,2,5,1,2,4,21,16,37.5,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,가격/가치,6,5,3,4,5,0,1,2,15,16,37.5,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,저장/진행,5,3,3,1,4,0,4,1,7,16,31.2,중,중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준상 '상' 후보였으나, 최종 '상' 개수 제한 기준에 따라 '중'으로 조정. 적용 규칙: 중: 절대 기준 상 후보였으나 최종 상위 이슈 제한 기준에 따라 중으로 조정. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,성능,4,3,2,1,3,0,2,1,14,16,25.0,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,멀티/네트워크,4,4,2,0,4,0,3,2,10,16,25.0,중,중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수와 Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,개발사 소통,4,4,1,3,1,0,1,1,7,16,25.0,중,중: 반복 게임 수가 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: 반복 게임 수가 중간 기준 이상. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Colorful,크래시,2,1,2,0,2,0,2,1,4,16,12.5,중,중: Steam 비추천 맥락이 중간 기준 이상,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 절대 기준상 '중' 후보로 분류. 적용 규칙: 중: Steam 비추천 맥락이 중간 기준 이상. High urgency 후보는 2개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Colorful,긍정 칭찬,15,15,4,15,0,0,4,4,471,16,93.8,하,강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. 적용 규칙: 강점 유지 항목이므로 개선 리스크 우선순위 산정 대상에서 분리. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",강화 요소
steam_tag,Colorful,최적화,2,1,1,1,1,0,1,0,2,16,12.5,하,하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함,"반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약해 참고용 항목으로 분류함. 절대 기준 후보는 '하'였음. 최종 보정: 절대 기준상 하 또는 점검 우선순위 근거가 상대적으로 약함. 적용 규칙: 하: 반복성 또는 Steam 비추천 맥락 근거가 상대적으로 약함. High urgency 후보는 1개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Combat,게임플레이 루프,5,4,5,4,5,1,4,4,62,5,100.0,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 4개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Combat,그래픽/사운드,5,4,3,4,4,0,3,2,32,5,100.0,상,상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈,"여러 게임 반복성, 조건 내 발생 비율, Steam 비추천 맥락을 기준으로 볼 때 해당 조건에서 우선적으로 확인할 필요가 있는 상위 점검 항목으로 분류함. 절대 기준 후보는 '상'였음. 최종 보정: 절대 기준 '상' 후보 중 조건 내 상대 우선순위 상위 6개로 유지. 적용 규칙: 상: 절대 기준 상 후보 중 조건 내 상대 우선순위 상위 이슈. High urgency 후보는 3개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
steam_tag,Combat,기타,4,3,3,0,3,0,0,2,14,5,80.0,중,기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리,"반복성 또는 Steam 비추천 맥락이 확인되어 출시 전 체크리스트에 포함할 필요가 있는 점검 항목으로 분류함. 절대 기준 후보는 '중'였음. 최종 보정: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. 적용 규칙: 기타 이슈는 원인 범주가 넓어 세부 리뷰 확인 대상으로 분리. High urgency 후보는 0개 게임에서 확인되었지만, 우선순위 계산에는 직접 사용하지 않고 보조 참고 지표로만 남김.",리스크 요소
